row_id,state,district,crop,season,year,area,production,yield_t_ha
WB_R00081,West Bengal,Paraganas South,Rice,Autumn,2001,11309.0,31783,2.81
WB_R00082,West Bengal,Paraganas South,Rice,Summer,2001,82240.0,235784,2.87
WB_R00083,West Bengal,Paraganas South,Rice,Winter,2001,336114.0,736064,2.19
WB_R00084,West Bengal,Paraganas South,Rice,Autumn,2002,14120.0,33419,2.37
WB_R00085,West Bengal,Paraganas South,Rice,Summer,2002,76088.0,212342,2.79
WB_R00086,West Bengal,Paraganas South,Rice,Winter,2002,343596.0,694975,2.02
WB_R00087,West Bengal,Paraganas South,Rice,Autumn,2003,16217.0,34196,2.11
WB_R00088,West Bengal,Paraganas South,Rice,Summer,2003,77367.0,219865,2.84
WB_R00089,West Bengal,Paraganas South,Rice,Winter,2003,353858.0,715537,2.02
WB_R00090,West Bengal,Paraganas South,Rice,Autumn,2004,3151.0,7148,2.27
WB_R00091,West Bengal,Paraganas South,Rice,Summer,2004,55881.0,184157,3.3
WB_R00092,West Bengal,Paraganas South,Rice,Winter,2004,338291.0,720977,2.13
WB_R00093,West Bengal,Paraganas South,Rice,Autumn,2005,2163.0,6267,2.9
WB_R00094,West Bengal,Paraganas South,Rice,Summer,2005,54729.0,157009,2.87
WB_R00095,West Bengal,Paraganas South,Rice,Winter,2005,339079.0,682030,2.01
WB_R00096,West Bengal,Paraganas South,Rice,Autumn,2006,8002.0,18174,2.27
WB_R00097,West Bengal,Paraganas South,Rice,Summer,2006,76956.0,229965,2.99
WB_R00098,West Bengal,Paraganas South,Rice,Winter,2006,330060.0,662961,2.01
WB_R00099,West Bengal,Paraganas South,Rice,Autumn,2007,780.0,1793,2.3
WB_R00100,West Bengal,Paraganas South,Rice,Summer,2007,67424.0,225880,3.35
WB_R00101,West Bengal,Paraganas South,Rice,Winter,2007,324295.0,569092,1.75
WB_R00102,West Bengal,Paraganas South,Rice,Autumn,2008,4374.0,9064,2.07
WB_R00103,West Bengal,Paraganas South,Rice,Summer,2008,70032.0,189306,2.7
WB_R00104,West Bengal,Paraganas South,Rice,Winter,2008,341567.0,721518,2.11
WB_R00105,West Bengal,Paraganas South,Rice,Autumn,2009,3375.0,7686,2.28
WB_R00106,West Bengal,Paraganas South,Rice,Summer,2009,66402.0,176732,2.66
WB_R00107,West Bengal,Paraganas South,Rice,Winter,2009,314183.0,620950,1.98
WB_R00108,West Bengal,Paraganas South,Rice,Autumn,2010,5755.0,11330,1.97
WB_R00109,West Bengal,Paraganas South,Rice,Summer,2010,68304.0,216360,3.17
WB_R00110,West Bengal,Paraganas South,Rice,Winter,2010,297915.0,628668,2.11
WB_R00111,West Bengal,Paraganas South,Rice,Autumn,2011,7396.0,17323,2.34
WB_R00112,West Bengal,Paraganas South,Rice,Summer,2011,67579.0,215172,3.18
WB_R00113,West Bengal,Paraganas South,Rice,Winter,2011,313946.0,670597,2.14
WB_R00114,West Bengal,Paraganas South,Rice,Autumn,2012,3887.0,8958,2.3
WB_R00115,West Bengal,Paraganas South,Rice,Summer,2012,60283.0,181321,3.01
WB_R00116,West Bengal,Paraganas South,Rice,Winter,2012,314185.0,714056,2.27
WB_R00117,West Bengal,Paraganas South,Rice,Autumn,2013,4033.0,10921,2.71
WB_R00118,West Bengal,Paraganas South,Rice,Summer,2013,72967.0,231508,3.17
WB_R00119,West Bengal,Paraganas South,Rice,Winter,2013,316815.0,747982,2.36
WB_R00120,West Bengal,Paraganas South,Rice,Autumn,2014,5050.0,12760,2.53
WB_R00121,West Bengal,Paraganas South,Rice,Summer,2014,63392.0,211431,3.34
WB_R00122,West Bengal,Paraganas South,Rice,Winter,2014,325501.0,794541,2.44
WB_R00123,West Bengal,Paraganas South,Rice,Autumn,2015,4034.0,6605,1.64
WB_R00124,West Bengal,Paraganas South,Rice,Summer,2015,68388.0,226426,3.31
WB_R00125,West Bengal,Paraganas South,Rice,Winter,2015,319534.0,689776,2.16
WB_R00126,West Bengal,Paraganas South,Rice,Autumn,2016,4719.0,12170,2.58
WB_R00127,West Bengal,Paraganas South,Rice,Summer,2016,57608.0,200641,3.48
WB_R00128,West Bengal,Paraganas South,Rice,Winter,2016,295347.0,675605,2.29
WB_R00129,West Bengal,Paraganas South,Rice,Autumn,2017,4198.0,10948,2.61
WB_R00130,West Bengal,Paraganas South,Rice,Summer,2017,79312.0,284769,3.59
WB_R00131,West Bengal,Paraganas South,Rice,Winter,2017,296842.0,705045,2.38
WB_R00132,West Bengal,Paraganas South,Rice,Autumn,2018,4290.0,12067,2.81
WB_R00133,West Bengal,Paraganas South,Rice,Summer,2018,71380.0,257652,3.61
WB_R00134,West Bengal,Paraganas South,Rice,Winter,2018,328566.0,814128,2.48
WB_R00135,West Bengal,Paraganas South,Rice,Autumn,2019,5192.0,15612,3.01
WB_R00136,West Bengal,Paraganas South,Rice,Summer,2019,84726.0,333165,3.93
WB_R00137,West Bengal,Paraganas South,Rice,Winter,2019,327620.0,668868,2.04
WB_R00138,West Bengal,Alipurduar,Rice,Autumn,2016,13078.0,28719,2.2
WB_R00139,West Bengal,Alipurduar,Rice,Summer,2016,3156.0,8940,2.83
WB_R00140,West Bengal,Alipurduar,Rice,Winter,2016,63105.0,125269,1.99
WB_R00141,West Bengal,Alipurduar,Rice,Autumn,2017,12684.0,28376,2.24
WB_R00142,West Bengal,Alipurduar,Rice,Summer,2017,3312.0,10027,3.03
WB_R00143,West Bengal,Alipurduar,Rice,Winter,2017,63895.0,139447,2.18
WB_R00144,West Bengal,Alipurduar,Rice,Autumn,2018,11250.0,19417,1.73
WB_R00145,West Bengal,Alipurduar,Rice,Summer,2018,4071.0,12647,3.11
WB_R00146,West Bengal,Alipurduar,Rice,Winter,2018,62655.0,133396,2.13
WB_R00147,West Bengal,Alipurduar,Rice,Autumn,2019,12210.0,24030,1.97
WB_R00148,West Bengal,Alipurduar,Rice,Summer,2019,4575.0,14016,3.06
WB_R00149,West Bengal,Alipurduar,Rice,Winter,2019,64559.0,155727,2.41
WB_R00150,West Bengal,Bankura,Rice,Autumn,1997,38211.0,88120,2.31
WB_R00151,West Bengal,Bankura,Rice,Summer,1997,44617.0,135640,3.04
WB_R00152,West Bengal,Bankura,Rice,Winter,1997,354447.0,973590,2.75
WB_R00153,West Bengal,Bankura,Rice,Autumn,1998,34676.0,84680,2.44
WB_R00154,West Bengal,Bankura,Rice,Summer,1998,56806.0,151825,2.67
WB_R00155,West Bengal,Bankura,Rice,Winter,1998,294528.0,692470,2.35
WB_R00156,West Bengal,Bankura,Rice,Autumn,1999,33206.0,76320,2.3
WB_R00157,West Bengal,Bankura,Rice,Summer,1999,46486.0,126610,2.72
WB_R00158,West Bengal,Bankura,Rice,Winter,1999,332424.0,794130,2.39
WB_R00159,West Bengal,Bankura,Rice,Autumn,2000,22835.0,50450,2.21
WB_R00160,West Bengal,Bankura,Rice,Summer,2000,39297.0,130899,3.33
WB_R00161,West Bengal,Bankura,Rice,Winter,2000,333437.0,812060,2.44
WB_R00162,West Bengal,Bankura,Rice,Autumn,2001,27144.0,69067,2.54
WB_R00163,West Bengal,Bankura,Rice,Summer,2001,57043.0,140037,2.45
WB_R00164,West Bengal,Bankura,Rice,Winter,2001,352283.0,1013371,2.88
WB_R00165,West Bengal,Bankura,Rice,Autumn,2002,21786.0,59915,2.75
WB_R00166,West Bengal,Bankura,Rice,Summer,2002,37953.0,113138,2.98
WB_R00167,West Bengal,Bankura,Rice,Winter,2002,260685.0,756459,2.9
WB_R00168,West Bengal,Bankura,Rice,Autumn,2003,20292.0,54153,2.67
WB_R00169,West Bengal,Bankura,Rice,Summer,2003,35247.0,105837,3.0
WB_R00170,West Bengal,Bankura,Rice,Winter,2003,264939.0,706993,2.67
WB_R00171,West Bengal,Bankura,Rice,Autumn,2004,19366.0,53030,2.74
WB_R00172,West Bengal,Bankura,Rice,Summer,2004,39644.0,102938,2.6
WB_R00173,West Bengal,Bankura,Rice,Winter,2004,287815.0,802518,2.79
WB_R00174,West Bengal,Bankura,Rice,Autumn,2005,15721.0,39188,2.49
WB_R00175,West Bengal,Bankura,Rice,Summer,2005,55091.0,127113,2.31
WB_R00176,West Bengal,Bankura,Rice,Winter,2005,316127.0,847144,2.68
WB_R00177,West Bengal,Bankura,Rice,Autumn,2006,20337.0,53240,2.62
WB_R00178,West Bengal,Bankura,Rice,Summer,2006,50430.0,139200,2.76
WB_R00179,West Bengal,Bankura,Rice,Winter,2006,336129.0,945567,2.81
WB_R00180,West Bengal,Bankura,Rice,Autumn,2007,20445.0,55077,2.69
WB_R00181,West Bengal,Bankura,Rice,Summer,2007,67600.0,192173,2.84
WB_R00182,West Bengal,Bankura,Rice,Winter,2007,328783.0,926283,2.82
WB_R00183,West Bengal,Bankura,Rice,Autumn,2008,20880.0,55169,2.64
WB_R00184,West Bengal,Bankura,Rice,Summer,2008,46705.0,128304,2.75
WB_R00185,West Bengal,Bankura,Rice,Winter,2008,303565.0,842313,2.77
WB_R00186,West Bengal,Bankura,Rice,Autumn,2009,13467.0,40636,3.02
WB_R00187,West Bengal,Bankura,Rice,Summer,2009,45623.0,119400,2.62
WB_R00188,West Bengal,Bankura,Rice,Winter,2009,318205.0,844882,2.66
WB_R00189,West Bengal,Bankura,Rice,Autumn,2010,12991.0,29828,2.3
WB_R00190,West Bengal,Bankura,Rice,Summer,2010,37048.0,110442,2.98
WB_R00191,West Bengal,Bankura,Rice,Winter,2010,147983.0,367221,2.48
WB_R00192,West Bengal,Bankura,Rice,Autumn,2011,16517.0,45377,2.75
WB_R00193,West Bengal,Bankura,Rice,Summer,2011,42505.0,104441,2.46
WB_R00194,West Bengal,Bankura,Rice,Winter,2011,317968.0,969693,3.05
WB_R00195,West Bengal,Bankura,Rice,Autumn,2012,19012.0,55954,2.94
WB_R00196,West Bengal,Bankura,Rice,Summer,2012,34831.0,113038,3.25
WB_R00197,West Bengal,Bankura,Rice,Winter,2012,322444.0,864752,2.68
WB_R00198,West Bengal,Bankura,Rice,Autumn,2013,19717.0,50308,2.55
WB_R00199,West Bengal,Bankura,Rice,Summer,2013,40009.0,120562,3.01
WB_R00200,West Bengal,Bankura,Rice,Winter,2013,317884.0,874486,2.75
WB_R00201,West Bengal,Bankura,Rice,Autumn,2014,21698.0,68762,3.17
WB_R00202,West Bengal,Bankura,Rice,Summer,2014,40185.0,120678,3.0
WB_R00203,West Bengal,Bankura,Rice,Winter,2014,294204.0,794716,2.7
WB_R00204,West Bengal,Bankura,Rice,Autumn,2015,19164.0,56819,2.96
WB_R00205,West Bengal,Bankura,Rice,Summer,2015,40379.0,124587,3.09
WB_R00206,West Bengal,Bankura,Rice,Winter,2015,301070.0,809237,2.69
WB_R00207,West Bengal,Bankura,Rice,Autumn,2016,21971.0,59208,2.69
WB_R00208,West Bengal,Bankura,Rice,Summer,2016,44667.0,145354,3.25
WB_R00209,West Bengal,Bankura,Rice,Winter,2016,309989.0,853677,2.75
WB_R00210,West Bengal,Bankura,Rice,Autumn,2017,21109.0,55196,2.61
WB_R00211,West Bengal,Bankura,Rice,Summer,2017,49343.0,168128,3.41
WB_R00212,West Bengal,Bankura,Rice,Winter,2017,314162.0,858161,2.73
WB_R00213,West Bengal,Bankura,Rice,Autumn,2018,24554.0,68551,2.79
WB_R00214,West Bengal,Bankura,Rice,Summer,2018,43147.0,125386,2.91
WB_R00215,West Bengal,Bankura,Rice,Winter,2018,316502.0,727999,2.3
WB_R00216,West Bengal,Bankura,Rice,Autumn,2019,21699.0,53991,2.49
WB_R00217,West Bengal,Bankura,Rice,Summer,2019,52507.0,151641,2.89
WB_R00218,West Bengal,Bankura,Rice,Winter,2019,312379.0,791704,2.53
WB_R00219,West Bengal,Birbhum,Rice,Autumn,1997,8342.0,20290,2.43
WB_R00220,West Bengal,Birbhum,Rice,Summer,1997,50150.0,158930,3.17
WB_R00221,West Bengal,Birbhum,Rice,Winter,1997,309991.0,840840,2.71
WB_R00222,West Bengal,Birbhum,Rice,Autumn,1998,8863.0,25360,2.86
WB_R00223,West Bengal,Birbhum,Rice,Summer,1998,77540.0,272109,3.51
WB_R00224,West Bengal,Birbhum,Rice,Winter,1998,312904.0,890320,2.85
WB_R00225,West Bengal,Birbhum,Rice,Autumn,1999,9372.0,20880,2.23
WB_R00226,West Bengal,Birbhum,Rice,Summer,1999,77587.0,238310,3.07
WB_R00227,West Bengal,Birbhum,Rice,Winter,1999,307150.0,783310,2.55
WB_R00228,West Bengal,Birbhum,Rice,Autumn,2000,5009.0,10440,2.08
WB_R00229,West Bengal,Birbhum,Rice,Summer,2000,51428.0,176926,3.44
WB_R00230,West Bengal,Birbhum,Rice,Winter,2000,261748.0,609130,2.33
WB_R00231,West Bengal,Birbhum,Rice,Autumn,2001,6476.0,15614,2.41
WB_R00232,West Bengal,Birbhum,Rice,Summer,2001,79669.0,229871,2.89
WB_R00233,West Bengal,Birbhum,Rice,Winter,2001,307985.0,911950,2.96
WB_R00234,West Bengal,Birbhum,Rice,Autumn,2002,6305.0,16769,2.66
WB_R00235,West Bengal,Birbhum,Rice,Summer,2002,79468.0,227690,2.87
WB_R00236,West Bengal,Birbhum,Rice,Winter,2002,315681.0,902095,2.86
WB_R00237,West Bengal,Birbhum,Rice,Autumn,2003,5091.0,12214,2.4
WB_R00238,West Bengal,Birbhum,Rice,Summer,2003,70571.0,220062,3.12
WB_R00239,West Bengal,Birbhum,Rice,Winter,2003,300623.0,878083,2.92
WB_R00240,West Bengal,Birbhum,Rice,Autumn,2004,5149.0,13174,2.56
WB_R00241,West Bengal,Birbhum,Rice,Summer,2004,74007.0,219514,2.97
WB_R00242,West Bengal,Birbhum,Rice,Winter,2004,308737.0,855316,2.77
WB_R00243,West Bengal,Birbhum,Rice,Autumn,2005,5233.0,12986,2.48
WB_R00244,West Bengal,Birbhum,Rice,Summer,2005,48836.0,154942,3.17
WB_R00245,West Bengal,Birbhum,Rice,Winter,2005,314476.0,948410,3.02
WB_R00246,West Bengal,Birbhum,Rice,Autumn,2006,6086.0,15768,2.59
WB_R00247,West Bengal,Birbhum,Rice,Summer,2006,64521.0,223353,3.46
WB_R00248,West Bengal,Birbhum,Rice,Winter,2006,312799.0,960320,3.07
WB_R00249,West Bengal,Birbhum,Rice,Autumn,2007,4788.0,12599,2.63
WB_R00250,West Bengal,Birbhum,Rice,Summer,2007,74238.0,249379,3.36
WB_R00251,West Bengal,Birbhum,Rice,Winter,2007,314944.0,958708,3.04
WB_R00252,West Bengal,Birbhum,Rice,Autumn,2008,4578.0,12512,2.73
WB_R00253,West Bengal,Birbhum,Rice,Summer,2008,81387.0,268153,3.29
WB_R00254,West Bengal,Birbhum,Rice,Winter,2008,307871.0,931728,3.03
WB_R00255,West Bengal,Birbhum,Rice,Autumn,2009,1840.0,5464,2.97
WB_R00256,West Bengal,Birbhum,Rice,Summer,2009,54678.0,149905,2.74
WB_R00257,West Bengal,Birbhum,Rice,Winter,2009,301071.0,805180,2.67
WB_R00258,West Bengal,Birbhum,Rice,Autumn,2010,2619.0,7105,2.71
WB_R00259,West Bengal,Birbhum,Rice,Summer,2010,59448.0,201392,3.39
WB_R00260,West Bengal,Birbhum,Rice,Winter,2010,186962.0,539456,2.89
WB_R00261,West Bengal,Birbhum,Rice,Autumn,2011,2554.0,5902,2.31
WB_R00262,West Bengal,Birbhum,Rice,Summer,2011,57912.0,180053,3.11
WB_R00263,West Bengal,Birbhum,Rice,Winter,2011,326412.0,940842,2.88
WB_R00264,West Bengal,Birbhum,Rice,Autumn,2012,2477.0,6209,2.51
WB_R00265,West Bengal,Birbhum,Rice,Summer,2012,57118.0,201202,3.52
WB_R00266,West Bengal,Birbhum,Rice,Winter,2012,312496.0,876823,2.81
WB_R00267,West Bengal,Birbhum,Rice,Autumn,2013,2763.0,6327,2.29
WB_R00268,West Bengal,Birbhum,Rice,Summer,2013,59586.0,203027,3.41
WB_R00269,West Bengal,Birbhum,Rice,Winter,2013,322256.0,1064745,3.3
WB_R00270,West Bengal,Birbhum,Rice,Autumn,2014,2585.0,6721,2.6
WB_R00271,West Bengal,Birbhum,Rice,Summer,2014,66581.0,225789,3.39
WB_R00272,West Bengal,Birbhum,Rice,Winter,2014,315561.0,1029374,3.26
WB_R00273,West Bengal,Birbhum,Rice,Autumn,2015,2432.0,7908,3.25
WB_R00274,West Bengal,Birbhum,Rice,Summer,2015,73066.0,253114,3.46
WB_R00275,West Bengal,Birbhum,Rice,Winter,2015,324014.0,1079645,3.33
WB_R00276,West Bengal,Birbhum,Rice,Autumn,2016,6224.0,18204,2.92
WB_R00277,West Bengal,Birbhum,Rice,Summer,2016,66976.0,229615,3.43
WB_R00278,West Bengal,Birbhum,Rice,Winter,2016,328427.0,1061204,3.23
WB_R00279,West Bengal,Birbhum,Rice,Autumn,2017,5915.0,17033,2.88
WB_R00280,West Bengal,Birbhum,Rice,Summer,2017,88290.0,299182,3.39
WB_R00281,West Bengal,Birbhum,Rice,Winter,2017,329608.0,1059891,3.22
WB_R00282,West Bengal,Birbhum,Rice,Autumn,2018,5533.0,17301,3.13
WB_R00283,West Bengal,Birbhum,Rice,Summer,2018,63867.0,222538,3.48
WB_R00284,West Bengal,Birbhum,Rice,Winter,2018,318965.0,957822,3.0
WB_R00285,West Bengal,Birbhum,Rice,Autumn,2019,4537.0,13385,2.95
WB_R00286,West Bengal,Birbhum,Rice,Summer,2019,77286.0,295183,3.82
WB_R00287,West Bengal,Birbhum,Rice,Winter,2019,305350.0,1025442,3.36
WB_R00288,West Bengal,Coochbehar,Rice,Autumn,1997,34950.0,53050,1.52
WB_R00289,West Bengal,Coochbehar,Rice,Summer,1997,16269.0,38900,2.39
WB_R00290,West Bengal,Coochbehar,Rice,Winter,1997,222464.0,277140,1.25
WB_R00291,West Bengal,Coochbehar,Rice,Autumn,1998,32968.0,43650,1.32
WB_R00292,West Bengal,Coochbehar,Rice,Summer,1998,27046.0,83091,3.07
WB_R00293,West Bengal,Coochbehar,Rice,Winter,1998,222381.0,242130,1.09
WB_R00294,West Bengal,Coochbehar,Rice,Autumn,1999,33848.0,53380,1.58
WB_R00295,West Bengal,Coochbehar,Rice,Summer,1999,29461.0,80980,2.75
WB_R00296,West Bengal,Coochbehar,Rice,Winter,1999,228943.0,305410,1.33
WB_R00297,West Bengal,Coochbehar,Rice,Autumn,2000,30475.0,48730,1.6
WB_R00298,West Bengal,Coochbehar,Rice,Summer,2000,28442.0,73683,2.59
WB_R00299,West Bengal,Coochbehar,Rice,Winter,2000,232980.0,394870,1.69
WB_R00300,West Bengal,Coochbehar,Rice,Autumn,2001,28554.0,44807,1.57
WB_R00301,West Bengal,Coochbehar,Rice,Summer,2001,28214.0,69654,2.47
WB_R00302,West Bengal,Coochbehar,Rice,Winter,2001,222425.0,352220,1.58
WB_R00303,West Bengal,Coochbehar,Rice,Autumn,2002,22774.0,35727,1.57
WB_R00304,West Bengal,Coochbehar,Rice,Summer,2002,27747.0,64491,2.32
WB_R00305,West Bengal,Coochbehar,Rice,Winter,2002,222609.0,357423,1.61
WB_R00306,West Bengal,Coochbehar,Rice,Autumn,2003,17369.0,30968,1.78
WB_R00307,West Bengal,Coochbehar,Rice,Summer,2003,35750.0,90233,2.52
WB_R00308,West Bengal,Coochbehar,Rice,Winter,2003,223111.0,394216,1.77
WB_R00309,West Bengal,Coochbehar,Rice,Autumn,2004,14031.0,18116,1.29
WB_R00310,West Bengal,Coochbehar,Rice,Summer,2004,38783.0,88965,2.29
WB_R00311,West Bengal,Coochbehar,Rice,Winter,2004,216497.0,366064,1.69
WB_R00312,West Bengal,Coochbehar,Rice,Autumn,2005,12032.0,17728,1.47
WB_R00313,West Bengal,Coochbehar,Rice,Summer,2005,33222.0,78806,2.37
WB_R00314,West Bengal,Coochbehar,Rice,Winter,2005,235239.0,449044,1.91
WB_R00315,West Bengal,Coochbehar,Rice,Autumn,2006,12407.0,10987,0.89
WB_R00316,West Bengal,Coochbehar,Rice,Summer,2006,30049.0,83386,2.78
WB_R00317,West Bengal,Coochbehar,Rice,Winter,2006,196996.0,351419,1.78
WB_R00318,West Bengal,Coochbehar,Rice,Autumn,2007,12303.0,16627,1.35
WB_R00319,West Bengal,Coochbehar,Rice,Summer,2007,50357.0,147655,2.93
WB_R00320,West Bengal,Coochbehar,Rice,Winter,2007,230836.0,354548,1.54
WB_R00321,West Bengal,Coochbehar,Rice,Autumn,2008,12953.0,21467,1.66
WB_R00322,West Bengal,Coochbehar,Rice,Summer,2008,67270.0,114835,1.71
WB_R00323,West Bengal,Coochbehar,Rice,Winter,2008,229612.0,364084,1.59
WB_R00324,West Bengal,Coochbehar,Rice,Autumn,2009,4090.0,5885,1.44
WB_R00325,West Bengal,Coochbehar,Rice,Summer,2009,51428.0,144105,2.8
