row_id,split
CR00205,validation
CR00206,train
CR00207,validation
CR00208,train
CR00209,train
CR00210,train
CR00211,train
CR00212,train
CR00213,train
CR00214,train
CR00215,train
CR00216,test
CR00217,validation
CR00218,test
CR00219,train
CR00220,validation
CR00221,test
CR00222,train
CR00223,test
CR00224,test
CR00225,train
CR00226,test
CR00227,validation
CR00228,train
CR00229,validation
CR00230,train
CR00231,validation
CR00232,test
CR00233,train
CR00234,test
CR00235,train
CR00236,validation
CR00237,test
CR00238,train
CR00239,train
CR00240,train
CR00241,train
CR00242,train
CR00243,test
CR00244,train
CR00245,validation
CR00246,train
CR00247,test
CR00248,validation
CR00249,train
CR00250,test
CR00251,train
CR00252,validation
CR00253,validation
CR00254,train
CR00255,train
CR00256,train
CR00257,train
CR00258,test
CR00259,test
CR00260,test
CR00261,train
CR00262,validation
CR00263,test
CR00264,train
CR00265,train
CR00266,train
CR00267,train
CR00268,validation
CR00269,train
CR00270,train
CR00271,train
CR00272,train
CR00273,validation
CR00274,train
CR00275,validation
CR00276,train
CR00277,train
CR00278,validation
CR00279,train
CR00280,train
CR00281,train
CR00282,train
CR00283,train
CR00284,train
CR00285,validation
CR00286,train
CR00287,validation
CR00288,train
CR00289,train
CR00290,validation
CR00291,train
CR00292,train
CR00293,train
CR00294,train
CR00295,test
CR00296,train
CR00297,test
CR00298,train
CR00299,train
CR00300,train
CR00301,train
CR00302,validation
CR00303,test
CR00304,test
CR00305,test
CR00306,train
CR00307,validation
CR00308,validation
CR00309,train
CR00310,train
CR00311,train
CR00312,train
CR00313,train
CR00314,train
CR00315,train
CR00316,train
CR00317,train
CR00318,train
CR00319,train
CR00320,test
CR00321,test
CR00322,train
CR00323,test
CR00324,train
CR00325,validation
CR00326,train
CR00327,train
CR00328,train
CR00329,train
CR00330,validation
CR00331,train
CR00332,test
CR00333,train
CR00334,train
CR00335,test
CR00336,train
CR00337,train
CR00338,train
CR00339,test
CR00340,train
CR00341,train
CR00342,train
CR00343,validation
CR00344,validation
CR00345,train
CR00346,train
CR00347,train
CR00348,train
CR00349,train
CR00350,validation
CR00351,test
CR00352,test
CR00353,train
CR00354,test
CR00355,test
CR00356,validation
CR00357,train
CR00358,validation
CR00359,train
CR00360,train
CR00361,validation
CR00362,train
CR00363,test
CR00364,train
CR00365,test
CR00366,train
CR00367,train
CR00368,train
CR00369,validation
CR00370,train
CR00371,train
CR00372,validation
CR00373,test
CR00374,validation
CR00375,train
CR00376,train
CR00377,train
CR00378,train
CR00379,train
CR00380,train
CR00381,validation
CR00382,test
CR00383,validation
CR00384,train
CR00385,validation
CR00386,validation
CR00387,test
CR00388,train
CR00389,train
CR00390,train
CR00391,train
CR00392,validation
CR00393,train
CR00394,train
CR00395,validation
CR00396,train
CR00397,test
CR00398,train
CR00399,test
CR00400,train
CR00401,train
CR00402,test
CR00403,validation
CR00404,train
CR00405,test
CR00406,validation
CR00407,test
CR00408,validation
CR00409,train
CR00410,train
CR00411,validation
CR00412,test
CR00413,validation
CR00414,validation
CR00415,train
CR00416,train
CR00417,train
CR00418,validation
CR00419,train
CR00420,train
CR00421,validation
CR00422,train
CR00423,train
CR00424,test
CR00425,test
CR00426,train
CR00427,train
CR00428,train
CR00429,train
CR00430,train
CR00431,test
CR00432,train
CR00433,train
CR00434,train
CR00435,test
CR00436,train
CR00437,train
CR00438,train
CR00439,train
CR00440,test
CR00441,train
CR00442,train
CR00443,validation
CR00444,validation
CR00445,test
CR00446,train
CR00447,train
CR00448,test
CR00449,validation
CR00450,train
CR00451,train
CR00452,train
CR00453,train
CR00454,test
CR00455,train
CR00456,train
CR00457,validation
CR00458,train
CR00459,validation
CR00460,validation
CR00461,validation
CR00462,train
CR00463,train
CR00464,train
CR00465,test
CR00466,validation
CR00467,train
CR00468,train
CR00469,test
CR00470,train
CR00471,validation
CR00472,test
CR00473,train
CR00474,test
CR00475,test
CR00476,train
CR00477,train
CR00478,train
CR00479,train
CR00480,train
CR00481,train
CR00482,test
CR00483,train
CR00484,train
CR00485,train
CR00486,train
CR00487,validation
CR00488,train
CR00489,train
CR00490,test
CR00491,train
CR00492,validation
CR00493,train
CR00494,train
CR00495,test
CR00496,train
CR00497,validation
CR00498,train
CR00499,train
CR00500,train
CR00501,validation
CR00502,train
CR00503,train
CR00504,train
CR00505,validation
CR00506,train
CR00507,train
CR00508,train
CR00509,validation
CR00510,test
CR00511,test
CR00512,train
CR00513,train
CR00514,train
CR00515,train
CR00516,test
CR00517,train
CR00518,train
CR00519,train
CR00520,validation
CR00521,train
CR00522,train
CR00523,train
CR00524,test
CR00525,test
CR00526,validation
CR00527,train
CR00528,validation
CR00529,train
CR00530,test
CR00531,train
CR00532,train
CR00533,train
CR00534,test
CR00535,test
CR00536,test
CR00537,train
CR00538,test
CR00539,test
CR00540,train
CR00541,train
CR00542,train
CR00543,train
CR00544,validation
CR00545,validation
CR00546,train
CR00547,train
CR00548,train
CR00549,train
CR00550,test
CR00551,train
CR00552,validation
CR00553,test
CR00554,train
CR00555,train
CR00556,validation
CR00557,train
CR00558,test
CR00559,train
CR00560,train
CR00561,validation
CR00562,train
CR00563,validation
CR00564,test
CR00565,train
CR00566,train
CR00567,test
CR00568,validation
CR00569,train
CR00570,test
CR00571,train
CR00572,validation
CR00573,train
CR00574,train
CR00575,test
CR00576,test
CR00577,train
CR00578,train
CR00579,train
CR00580,train
CR00581,validation
CR00582,train
CR00583,train
CR00584,test
CR00585,validation
CR00586,validation
CR00587,train
CR00588,validation
CR00589,train
CR00590,train
CR00591,train
CR00592,train
CR00593,train
CR00594,train
CR00595,validation
CR00596,train
CR00597,train
CR00598,train
CR00599,validation
CR00600,train
CR00601,train
CR00602,test
CR00603,train
CR00604,train
CR00605,train
CR00606,validation
CR00607,train
CR00608,validation
CR00609,test
CR00610,train
CR00611,train
CR00612,train
CR00613,validation
CR00614,test
CR00615,validation
CR00616,validation
CR00617,validation
CR00618,train
CR00619,train
CR00620,train
CR00621,train
CR00622,validation
CR00623,validation
CR00624,train
CR00625,validation
CR00626,train
CR00627,train
CR00628,train
CR00629,train
CR00630,validation
CR00631,test
CR00632,train
CR00633,train
CR00634,train
CR00635,train
CR00636,validation
CR00637,train
CR00638,validation
CR00639,test
CR00640,train
CR00641,train
CR00642,validation
CR00643,test
CR00644,test
CR00645,train
CR00646,test
CR00647,validation
CR00648,train
CR00649,train
CR00650,train
CR00651,train
CR00652,train
CR00653,train
CR00654,test
CR00655,train
CR00656,train
CR00657,train
CR00658,validation
CR00659,validation
CR00660,train
CR00661,train
CR00662,train
CR00663,train
CR00664,train
CR00665,train
CR00666,train
CR00667,train
CR00668,train
CR00669,train
CR00670,test
CR00671,test
CR00672,train
CR00673,train
CR00674,train
CR00675,train
CR00676,train
CR00677,validation
CR00678,validation
CR00679,train
CR00680,train
CR00681,train
CR00682,train
CR00683,validation
CR00684,test
CR00685,test
CR00686,validation
CR00687,test
CR00688,train
CR00689,test
CR00690,test
CR00691,train
CR00692,train
CR00693,train
CR00694,train
CR00695,train
CR00696,test
CR00697,test
CR00698,test
CR00699,test
CR00700,validation
CR00701,validation
CR00702,validation
CR00703,train
CR00704,train
CR00705,train
CR00706,train
CR00707,train
CR00708,train
CR00709,train
CR00710,validation
CR00711,train
CR00712,train
CR00713,train
CR00714,train
CR00715,test
CR00716,test
CR00717,test
CR00718,validation
CR00719,test
CR00720,train
CR00721,train
CR00722,train
CR00723,test
CR00724,train
CR00725,train
CR00726,train
CR00727,train
CR00728,train
CR00729,train
CR00730,train
CR00731,test
CR00732,test
CR00733,train
CR00734,train
CR00735,validation
CR00736,train
CR00737,test
CR00738,validation
CR00739,validation
CR00740,train
CR00741,train
CR00742,train
CR00743,validation
CR00744,train
CR00745,train
CR00746,train
CR00747,train
CR00748,train
CR00749,train
CR00750,train
CR00751,validation
CR00752,test
CR00753,train
CR00754,validation
CR00755,validation
CR00756,train
CR00757,train
CR00758,test
CR00759,train
CR00760,train
CR00761,train
CR00762,train
CR00763,test
CR00764,test
CR00765,train
CR00766,test
CR00767,test
CR00768,test
CR00769,validation
CR00770,test
CR00771,train
CR00772,test
CR00773,validation
CR00774,validation
CR00775,train
CR00776,test
CR00777,train
CR00778,train
CR00779,train
CR00780,validation
CR00781,train
CR00782,train
CR00783,train
CR00784,train
CR00785,train
CR00786,train
CR00787,train
CR00788,train
CR00789,validation
CR00790,validation
CR00791,test
CR00792,train
CR00793,train
CR00794,train
CR00795,validation
CR00796,validation
CR00797,train
CR00798,test
CR00799,train
CR00800,train
CR00801,train
CR00802,train
CR00803,validation
CR00804,validation
CR00805,test
CR00806,validation
CR00807,train
CR00808,train
CR00809,train
CR00810,train
CR00811,train
CR00812,train
CR00813,validation
CR00814,test
CR00815,train
CR00816,test
CR00817,validation
CR00818,train
CR00819,train
CR00820,train
CR00821,train
CR00822,test
CR00823,train
CR00824,test
CR00825,validation
CR00826,train
CR00827,train
CR00828,train
CR00829,validation
CR00830,train
CR00831,test
CR00832,train
CR00833,train
CR00834,validation
CR00835,train
CR00836,test
CR00837,validation
CR00838,test
CR00839,validation
CR00840,train
CR00841,test
CR00842,train
CR00843,train
CR00844,train
CR00845,train
CR00846,test
CR00847,train
CR00848,train
CR00849,train
CR00850,validation
CR00851,test
CR00852,test
CR00853,train
CR00854,train
CR00855,train
CR00856,train
CR00857,train
CR00858,train
CR00859,test
CR00860,train
CR00861,validation
CR00862,validation
CR00863,validation
CR00864,train
CR00865,test
CR00866,test
CR00867,train
CR00868,train
CR00869,test
CR00870,train
CR00871,validation
CR00872,train
CR00873,train
CR00874,train
CR00875,train
CR00876,test
CR00877,test
CR00878,train
CR00879,train
CR00880,validation
CR00881,train
CR00882,validation
CR00883,test
CR00884,validation
CR00885,train
CR00886,train
CR00887,validation
CR00888,train
CR00889,train
CR00890,train
CR00891,train
CR00892,train
CR00893,train
CR00894,train
CR00895,validation
CR00896,train
CR00897,train
CR00898,train
CR00899,test
CR00900,train
CR00901,test
CR00902,test
CR00903,train
CR00904,validation
CR00905,train
CR00906,train
CR00907,validation
CR00908,train
CR00909,test
CR00910,test
CR00911,train
CR00912,train
CR00913,test
CR00914,test
CR00915,train
CR00916,validation
CR00917,test
CR00918,train
CR00919,train
CR00920,validation
CR00921,train
CR00922,validation
CR00923,train
CR00924,train
CR00925,validation
CR00926,train
CR00927,validation
CR00928,train
CR00929,train
CR00930,validation
CR00931,train
CR00932,train
CR00933,train
CR00934,test
CR00935,test
CR00936,test
CR00937,validation
CR00938,train
CR00939,test
CR00940,test
CR00941,test
CR00942,train
CR00943,test
CR00944,validation
CR00945,train
CR00946,test
CR00947,train
CR00948,train
CR00949,train
CR00950,train
CR00951,train
CR00952,train
CR00953,validation
CR00954,train
CR00955,validation
CR00956,train
CR00957,train
CR00958,train
CR00959,test
CR00960,train
CR00961,validation
CR00962,train
CR00963,train
CR00964,validation
CR00965,validation
CR00966,train
CR00967,train
CR00968,validation
CR00969,validation
CR00970,train
CR00971,train
CR00972,train
CR00973,train
CR00974,train
CR00975,train
CR00976,train
CR00977,validation
CR00978,train
CR00979,train
CR00980,test
CR00981,train
CR00982,train
CR00983,train
CR00984,train
CR00985,train
CR00986,test
CR00987,test
CR00988,train
CR00989,validation
CR00990,train
CR00991,train
CR00992,train
CR00993,test
CR00994,train
CR00995,train
CR00996,train
CR00997,train
CR00998,validation
CR00999,train
CR01000,test
CR01001,train
CR01002,validation
CR01003,validation
CR01004,test
CR01005,train
CR01006,validation
CR01007,test
CR01008,validation
CR01009,train
CR01010,train
CR01011,validation
CR01012,train
CR01013,validation
CR01014,validation
CR01015,train
CR01016,train
CR01017,train
CR01018,train
CR01019,train
CR01020,train
CR01021,train
CR01022,validation
CR01023,train
CR01024,train
CR01025,train
CR01026,validation
CR01027,test
CR01028,train
CR01029,train
CR01030,train
CR01031,train
CR01032,validation
CR01033,test
CR01034,test
CR01035,train
CR01036,validation
CR01037,train
CR01038,validation
CR01039,train
CR01040,validation
CR01041,validation
CR01042,test
CR01043,test
CR01044,test
CR01045,train
CR01046,test
CR01047,validation
CR01048,train
CR01049,train
CR01050,validation
CR01051,test
CR01052,train
CR01053,train
CR01054,train
CR01055,train
CR01056,train
CR01057,train
CR01058,train
CR01059,train
CR01060,train
CR01061,validation
CR01062,test
CR01063,train
CR01064,validation
CR01065,train
CR01066,train
CR01067,train
CR01068,train
CR01069,train
CR01070,validation
CR01071,test
CR01072,test
CR01073,train
CR01074,train
CR01075,train
CR01076,train
CR01077,test
CR01078,train
CR01079,train
CR01080,test
CR01081,train
CR01082,train
CR01083,train
CR01084,test
CR01085,train
CR01086,train
CR01087,train
CR01088,train
CR01089,train
CR01090,train
CR01091,train
CR01092,train
CR01093,train
CR01094,validation
CR01095,test
CR01096,test
CR01097,test
CR01098,train
CR01099,train
CR01100,train
CR01101,train
CR01102,validation
CR01103,train
CR01104,train
CR01105,train
CR01106,test
CR01107,validation
CR01108,train
CR01109,test
CR01110,train
CR01111,train
CR01112,train
CR01113,validation
CR01114,train
CR01115,validation
CR01116,train
CR01117,train
CR01118,validation
CR01119,train
CR01120,test
CR01121,train
CR01122,validation
CR01123,train
CR01124,train
CR01125,train
CR01126,train
CR01127,train
CR01128,train
CR01129,train
CR01130,train
CR01131,validation
CR01132,validation
CR01133,test
CR01134,validation
CR01135,train
CR01136,validation
CR01137,train
CR01138,train
CR01139,train
CR01140,train
CR01141,train
CR01142,train
CR01143,train
CR01144,train
CR01145,test
CR01146,train
CR01147,test
CR01148,train
CR01149,validation
CR01150,validation
CR01151,train
CR01152,train
CR01153,validation
CR01154,validation
CR01155,train
CR01156,test
CR01157,train
CR01158,test
CR01159,train
CR01160,train
CR01161,train
CR01162,train
CR01163,train
CR01164,validation
CR01165,train
CR01166,test
CR01167,validation
CR01168,train
CR01169,train
CR01170,train
CR01171,test
CR01172,test
CR01173,test
CR01174,train
CR01175,train
CR01176,train
CR01177,train
CR01178,train
CR01179,train
CR01180,test
CR01181,validation
CR01182,test
CR01183,train
CR01184,validation
CR01185,train
CR01186,test
CR01187,test
CR01188,test
CR01189,train
CR01190,test
CR01191,validation
CR01192,test
CR01193,train
CR01194,test
CR01195,train
CR01196,train
CR01197,train
CR01198,validation
CR01199,train
CR01200,validation
CR01201,train
CR01202,test
CR01203,test
CR01204,test
CR01205,test
CR01206,train
CR01207,validation
CR01208,train
CR01209,train
CR01210,test
CR01211,train
CR01212,train
CR01213,train
CR01214,train
CR01215,train
CR01216,validation
CR01217,test
CR01218,train
CR01219,train
CR01220,validation
CR01221,train
CR01222,test
CR01223,train
CR01224,train
CR01225,validation
CR01226,test
CR01227,test
CR01228,train
CR01229,train
CR01230,validation
CR01231,test
CR01232,validation
CR01233,test
CR01234,train
CR01235,train
CR01236,test
CR01237,train
CR01238,train
CR01239,train
CR01240,train
CR01241,train
CR01242,train
CR01243,train
CR01244,test
CR01245,train
CR01246,train
CR01247,train
CR01248,validation
CR01249,train
CR01250,validation
CR01251,train
CR01252,test
CR01253,train
CR01254,validation
CR01255,train
CR01256,train
CR01257,train
CR01258,validation
CR01259,train
CR01260,train
CR01261,validation
CR01262,test
CR01263,train
CR01264,test
CR01265,train
CR01266,train
CR01267,train
CR01268,validation
CR01269,train
CR01270,train
CR01271,train
CR01272,train
CR01273,train
CR01274,train
CR01275,test
CR01276,validation
CR01277,train
CR01278,train
CR01279,train
CR01280,train
CR01281,train
CR01282,validation
CR01283,train
CR01284,test
CR01285,validation
CR01286,train
CR01287,train
CR01288,test
CR01289,train
CR01290,train
CR01291,train
CR01292,train
CR01293,train
CR01294,validation
CR01295,validation
CR01296,train
CR01297,test
CR01298,validation
CR01299,validation
CR01300,train
CR01301,train
CR01302,train
CR01303,train
CR01304,test
CR01305,train
CR01306,train
CR01307,validation
CR01308,train
CR01309,train
CR01310,train
CR01311,test
CR01312,test
CR01313,train
CR01314,test
CR01315,validation
CR01316,train
CR01317,train
CR01318,validation
CR01319,train
CR01320,test
CR01321,train
CR01322,test
CR01323,train
CR01324,validation
CR01325,train
CR01326,validation
CR01327,validation
CR01328,test
CR01329,test
CR01330,train
CR01331,train
CR01332,train
CR01333,test
CR01334,validation
CR01335,validation
CR01336,test
CR01337,train
CR01338,train
CR01339,train
CR01340,train
CR01341,validation
CR01342,test
CR01343,test
CR01344,train
CR01345,validation
CR01346,validation
CR01347,test
CR01348,train
CR01349,train
CR01350,validation
CR01351,test
CR01352,train
CR01353,train
CR01354,train
CR01355,train
CR01356,train
CR01357,train
CR01358,train
CR01359,train
CR01360,train
CR01361,train
CR01362,train
CR01363,train
CR01364,train
CR01365,train
CR01366,train
CR01367,test
CR01368,train
CR01369,validation
CR01370,train
CR01371,train
CR01372,train
CR01373,train
CR01374,validation
CR01375,validation
CR01376,train
CR01377,train
CR01378,validation
CR01379,test
CR01380,train
CR01381,test
CR01382,train
CR01383,test
CR01384,train
CR01385,validation
CR01386,test
CR01387,train
CR01388,train
CR01389,train
CR01390,train
CR01391,validation
CR01392,validation
CR01393,train
CR01394,train
CR01395,train
CR01396,test
CR01397,train
CR01398,train
CR01399,validation
CR01400,train
CR01401,train
CR01402,test
CR01403,test
CR01404,validation
CR01405,validation
CR01406,train
CR01407,train
CR01408,validation
CR01409,train
CR01410,test
CR01411,train
CR01412,test
CR01413,test
CR01414,train
CR01415,train
CR01416,test
CR01417,train
CR01418,train
CR01419,test
CR01420,train
CR01421,train
CR01422,train
CR01423,train
CR01424,validation
CR01425,train
CR01426,train
CR01427,train
CR01428,train
CR01429,train
CR01430,train
CR01431,validation
CR01432,train
CR01433,validation
CR01434,validation
CR01435,train
CR01436,test
CR01437,train
CR01438,train
CR01439,train
CR01440,validation
CR01441,train
CR01442,train
CR01443,train
CR01444,train
CR01445,validation
CR01446,test
CR01447,train
CR01448,test
CR01449,test
CR01450,train
CR01451,test
CR01452,train
CR01453,test
CR01454,train
CR01455,train
CR01456,validation
CR01457,train
CR01458,validation
CR01459,train
CR01460,test
CR01461,validation
CR01462,validation
CR01463,train
CR01464,train
CR01465,train
CR01466,train
CR01467,train
CR01468,train
CR01469,train
CR01470,test
CR01471,test
CR01472,train
CR01473,validation
CR01474,train
CR01475,train
CR01476,test
CR01477,train
CR01478,train
CR01479,validation
CR01480,train
CR01481,test
CR01482,test
CR01483,train
CR01484,train
CR01485,validation
CR01486,train
CR01487,test
CR01488,train
CR01489,train
CR01490,train
CR01491,train
CR01492,train
CR01493,train
CR01494,train
CR01495,validation
CR01496,validation
CR01497,validation
CR01498,train
CR01499,validation
CR01500,train
CR01501,validation
CR01502,test
CR01503,train
CR01504,train
CR01505,train
CR01506,train
CR01507,train
CR01508,train
CR01509,train
CR01510,train
CR01511,train
CR01512,train
CR01513,train
CR01514,validation
CR01515,train
CR01516,train
CR01517,train
CR01518,train
CR01519,train
CR01520,test
CR01521,validation
CR01522,train
CR01523,test
CR01524,train
CR01525,train
CR01526,train
CR01527,train
CR01528,train
CR01529,validation
CR01530,train
CR01531,train
CR01532,test
CR01533,train
CR01534,train
CR01535,train
CR01536,train
CR01537,test
CR01538,train
CR01539,train
CR01540,train
CR01541,test
CR01542,train
CR01543,test
CR01544,train
CR01545,train
CR01546,validation
CR01547,train
CR01548,validation
CR01549,train
CR01550,test
CR01551,validation
CR01552,validation
CR01553,train
CR01554,test
CR01555,train
CR01556,validation
CR01557,validation
CR01558,test
CR01559,validation
CR01560,test
CR01561,test
CR01562,train
CR01563,test
CR01564,train
CR01565,train
CR01566,train
CR01567,validation
CR01568,test
CR01569,train
CR01570,train
CR01571,validation
CR01572,train
CR01573,train
CR01574,test
CR01575,validation
CR01576,train
CR01577,train
CR01578,train
CR01579,test
CR01580,train
CR01581,train
CR01582,validation
CR01583,train
CR01584,test
CR01585,train
CR01586,validation
CR01587,validation
CR01588,train
CR01589,train
CR01590,train
CR01591,test
CR01592,validation
CR01593,train
CR01594,test
CR01595,train
CR01596,train
CR01597,validation
CR01598,test
CR01599,validation
CR01600,train
CR01601,validation
CR01602,train
CR01603,train
CR01604,train
CR01605,train
CR01606,train
CR01607,train
CR01608,train
CR01609,validation
CR01610,train
CR01611,test
CR01612,test
CR01613,train
CR01614,train
CR01615,train
CR01616,validation
CR01617,train
CR01618,train
CR01619,test
CR01620,train
CR01621,validation
CR01622,validation
CR01623,train
CR01624,train
CR01625,train
CR01626,test
CR01627,test
CR01628,train
CR01629,test
CR01630,test
CR01631,validation
CR01632,train
CR01633,train
CR01634,test
CR01635,train
CR01636,test
CR01637,train
CR01638,test
CR01639,train
CR01640,train
CR01641,test
CR01642,train
CR01643,train
CR01644,validation
CR01645,validation
CR01646,train
CR01647,train
CR01648,train
CR01649,train
CR01650,train
CR01651,train
CR01652,test
CR01653,train
CR01654,train
CR01655,train
CR01656,train
CR01657,validation
CR01658,train
CR01659,test
CR01660,train
CR01661,train
CR01662,test
CR01663,validation
CR01664,validation
CR01665,test
CR01666,train
CR01667,validation
CR01668,train
CR01669,validation
CR01670,validation
CR01671,train
CR01672,train
CR01673,train
CR01674,train
CR01675,train
CR01676,validation
CR01677,validation
CR01678,test
CR01679,train
CR01680,train
CR01681,validation
CR01682,train
CR01683,train
CR01684,test
CR01685,test
CR01686,validation
CR01687,train
CR01688,train
CR01689,train
CR01690,test
CR01691,test
CR01692,train
CR01693,train
CR01694,validation
CR01695,train
CR01696,train
CR01697,validation
CR01698,train
CR01699,train
CR01700,train
CR01701,train
CR01702,test
CR01703,train
CR01704,train
CR01705,train
CR01706,train
CR01707,test
CR01708,train
CR01709,train
CR01710,train
CR01711,test
CR01712,train
CR01713,train
CR01714,validation
CR01715,train
CR01716,validation
CR01717,test
CR01718,train
CR01719,test
CR01720,train
CR01721,train
CR01722,train
CR01723,test
CR01724,validation
CR01725,train
CR01726,test
CR01727,train
CR01728,train
CR01729,train
CR01730,train
CR01731,train
CR01732,train
CR01733,test
CR01734,test
CR01735,test
CR01736,train
CR01737,validation
CR01738,train
CR01739,train
CR01740,train
CR01741,train
CR01742,train
CR01743,validation
CR01744,train
CR01745,test
CR01746,train
CR01747,train
CR01748,train
CR01749,validation
CR01750,train
CR01751,train
CR01752,validation
CR01753,train
CR01754,train
CR01755,train
CR01756,train
CR01757,train
CR01758,train
CR01759,test
CR01760,validation
CR01761,validation
CR01762,train
CR01763,test
CR01764,train
CR01765,train
CR01766,train
CR01767,train
CR01768,validation
CR01769,train
CR01770,validation
CR01771,test
CR01772,train
CR01773,validation
CR01774,train
CR01775,validation
CR01776,train
CR01777,train
CR01778,validation
CR01779,test
CR01780,validation
CR01781,train
CR01782,validation
CR01783,test
CR01784,validation
CR01785,validation
CR01786,train
CR01787,test
CR01788,train
CR01789,test
CR01790,train
CR01791,train
CR01792,test
CR01793,test
CR01794,validation
CR01795,train
CR01796,train
CR01797,train
CR01798,validation
CR01799,train
CR01800,test
CR01801,train
CR01802,train
CR01803,train
CR01804,validation
CR01805,test
CR01806,train
CR01807,validation
CR01808,validation
CR01809,train
CR01810,train
CR01811,test
CR01812,validation
CR01813,train
CR01814,train
CR01815,validation
CR01816,validation
CR01817,train
CR01818,validation
CR01819,train
CR01820,train
CR01821,test
CR01822,validation
CR01823,train
CR01824,train
CR01825,test
CR01826,train
CR01827,train
CR01828,train
CR01829,validation
CR01830,train
CR01831,train
CR01832,train
CR01833,test
CR01834,train
CR01835,train
CR01836,test
CR01837,train
CR01838,train
CR01839,test
CR01840,train
CR01841,train
CR01842,train
CR01843,train
CR01844,train
CR01845,train
CR01846,test
CR01847,test
CR01848,train
CR01849,train
CR01850,validation
CR01851,test
CR01852,validation
CR01853,train
CR01854,test
CR01855,train
CR01856,train
CR01857,validation
CR01858,train
CR01859,test
CR01860,validation
CR01861,validation
CR01862,test
CR01863,validation
CR01864,train
CR01865,test
CR01866,train
CR01867,validation
CR01868,train
CR01869,validation
CR01870,train
CR01871,train
CR01872,train
CR01873,test
CR01874,train
CR01875,test
CR01876,train
CR01877,train
CR01878,train
CR01879,train
CR01880,train
CR01881,test
CR01882,train
CR01883,validation
CR01884,train
CR01885,test
CR01886,train
CR01887,train
CR01888,validation
CR01889,train
CR01890,train
CR01891,validation
CR01892,train
CR01893,test
CR01894,train
CR01895,train
CR01896,train
CR01897,train
CR01898,train
CR01899,train
CR01900,validation
CR01901,train
CR01902,test
CR01903,test
CR01904,train
CR01905,validation
CR01906,train
CR01907,train
CR01908,train
CR01909,train
CR01910,train
CR01911,train
CR01912,validation
CR01913,train
CR01914,train
CR01915,train
CR01916,validation
CR01917,train
CR01918,test
CR01919,validation
CR01920,train
CR01921,train
CR01922,train
CR01923,train
CR01924,validation
CR01925,train
CR01926,train
CR01927,train
CR01928,train
CR01929,train
CR01930,test
CR01931,validation
CR01932,validation
CR01933,train
CR01934,train
CR01935,test
CR01936,train
CR01937,test
CR01938,validation
CR01939,train
CR01940,train
CR01941,train
